회사명,종목코드,시장구분,업종
씨싸이트,109670,KOSDAQ,중견기업부
인티큐브,070590,KOSDAQ,중견기업부
플라즈맵,405000,KOSDAQ,벤처기업부
벡트,457600,KOSDAQ,벤처기업부
플레이위드,023770,KOSDAQ,중견기업부
이엠앤아이,083470,KOSDAQ,벤처기업부
한국맥널티,222980,KOSDAQ,벤처기업부
대산F&B,065150,KOSDAQ,관리종목(소속부없음)
엠에프씨,432980,KOSDAQ,기술성장기업부
웹스,196700,KOSDAQ,벤처기업부
알티캐스트,085810,KOSDAQ,중견기업부
인콘,083640,KOSDAQ,벤처기업부
이씨에스,067010,KOSDAQ,벤처기업부
헝셩그룹,900270,KOSDAQ,외국기업(소속부없음)
스타플렉스,115570,KOSDAQ,중견기업부
지니틱스,303030,KOSDAQ,벤처기업부
아이스크림에듀,289010,KOSDAQ,중견기업부
비피도,238200,KOSDAQ,벤처기업부
넥스트아이,137940,KOSDAQ,중견기업부
유디엠텍,389680,KOSDAQ,기술성장기업부
엔시트론,101400,KOSDAQ,중견기업부
티피씨글로벌,130740,KOSDAQ,중견기업부
아이씨에이치,368600,KOSDAQ,기술성장기업부
에스폴리텍,050760,KOSDAQ,중견기업부
아시아종묘,154030,KOSDAQ,벤처기업부
휴럼,353190,KOSDAQ,중견기업부
베셀,177350,KOSDAQ,투자주의환기종목(소속부없음)
웰킵스하이텍,043590,KOSDAQ,중견기업부
한국유니온제약,080720,KOSDAQ,관리종목(소속부없음)
우진비앤지,018620,KOSDAQ,벤처기업부
파이온엑스,900100,KOSDAQ,외국기업(소속부없음)
디젠스,113810,KOSDAQ,중견기업부
육일씨엔에쓰,191410,KOSDAQ,중견기업부
에이에프더블류,312610,KOSDAQ,투자주의환기종목(소속부없음)
비유테크놀러지,230980,KOSDAQ,관리종목(소속부없음)
나노씨엠에스,247660,KOSDAQ,기술성장기업부
솔트웨어,328380,KOSDAQ,벤처기업부
엑셀세라퓨틱스,373110,KOSDAQ,기술성장기업부
에스에스알,275630,KOSDAQ,벤처기업부
미디어젠,279600,KOSDAQ,벤처기업부
핑거스토리,417180,KOSDAQ,중견기업부
에이전트AI,060900,KOSDAQ,중견기업부
모비릭스,348030,KOSDAQ,중견기업부
토박스코리아,215480,KOSDAQ,중견기업부
브이씨,365900,KOSDAQ,벤처기업부
에스티오,098660,KOSDAQ,중견기업부
유비온,084440,KOSDAQ,기술성장기업부
파커스,065690,KOSDAQ,투자주의환기종목(소속부없음)
코퍼스코리아,322780,KOSDAQ,중견기업부
삼일,032280,KOSDAQ,중견기업부
웰크론한텍,076080,KOSDAQ,중견기업부
케이피티유,054410,KOSDAQ,중견기업부
비스토스,419540,KOSDAQ,벤처기업부
앤씨앤,092600,KOSDAQ,벤처기업부
윈하이텍,192390,KOSDAQ,벤처기업부
롤링스톤,214610,KOSDAQ,관리종목(소속부없음)
수성웹툰,084180,KOSDAQ,중견기업부
유진테크놀로지,240600,KOSDAQ,벤처기업부
바른손이앤에이,035620,KOSDAQ,중견기업부
이퓨쳐,134060,KOSDAQ,벤처기업부
국일신동,060480,KOSDAQ,중견기업부
디에이치엑스컴퍼니,031860,KOSDAQ,관리종목(소속부없음)
메디앙스,014100,KOSDAQ,중견기업부
한탑,002680,KOSDAQ,중견기업부
이렘,009730,KOSDAQ,투자주의환기종목(소속부없음)
판타지오,032800,KOSDAQ,중견기업부
케스피온,079190,KOSDAQ,벤처기업부
엔피케이,048830,KOSDAQ,중견기업부
CSA 코스믹,083660,KOSDAQ,중견기업부
이노진,344860,KOSDAQ,기술성장기업부
바이온,032980,KOSDAQ,관리종목(소속부없음)
형지글로벌,308100,KOSDAQ,중견기업부
다산솔루에타,154040,KOSDAQ,중견기업부
골드앤에스,035290,KOSDAQ,중견기업부
엘디티,096870,KOSDAQ,벤처기업부
핀텔,291810,KOSDAQ,기술성장기업부
세진티에스,067770,KOSDAQ,중견기업부
오에스피,368970,KOSDAQ,벤처기업부
휴맥스홀딩스,028080,KOSDAQ,중견기업부
바이오인프라,199730,KOSDAQ,벤처기업부
크린앤사이언스,045520,KOSDAQ,중견기업부
삼영에스앤씨,361670,KOSDAQ,기술성장기업부
전진바이오팜,110020,KOSDAQ,기술성장기업부
케이엠제약,225430,KOSDAQ,벤처기업부
미래에셋비전스팩7호,482680,KOSDAQ,SPAC(소속부없음)
피씨엘,241820,KOSDAQ,관리종목(소속부없음)
미래에셋비전스팩4호,477380,KOSDAQ,SPAC(소속부없음)
큐로홀딩스,051780,KOSDAQ,중견기업부
뉴보텍,060260,KOSDAQ,벤처기업부
유아이디,069330,KOSDAQ,벤처기업부
노블엠앤비,106520,KOSDAQ,투자주의환기종목(소속부없음)
에스아이리소스,065420,KOSDAQ,중견기업부
KB제33호스팩,0072Z0,KOSDAQ,SPAC(소속부없음)
하나36호스팩,0101C0,KOSDAQ,SPAC(소속부없음)
엔에이치스팩33호,0130H0,KOSDAQ,SPAC(소속부없음)
하나30호스팩,469880,KOSDAQ,SPAC(소속부없음)
에이치엠씨제7호스팩,477340,KOSDAQ,SPAC(소속부없음)
드래곤플라이,030350,KOSDAQ,관리종목(소속부없음)
신라에스지,025870,KOSDAQ,중견기업부
삼성스팩10호,0044K0,KOSDAQ,SPAC(소속부없음)
프로브잇,227100,KOSDAQ,관리종목(소속부없음)
삼성스팩13호,0115H0,KOSDAQ,SPAC(소속부없음)
예선테크,250930,KOSDAQ,벤처기업부
씨엑스아이,900120,KOSDAQ,외국기업(소속부없음)
유안타제15호스팩,473050,KOSDAQ,SPAC(소속부없음)
미래에셋비전스팩6호,478440,KOSDAQ,SPAC(소속부없음)
세니젠,188260,KOSDAQ,관리종목(소속부없음)
원풍물산,008290,KOSDAQ,투자주의환기종목(소속부없음)
한국제15호스팩,479880,KOSDAQ,SPAC(소속부없음)
코이즈,121850,KOSDAQ,투자주의환기종목(소속부없음)
엑시온그룹,069920,KOSDAQ,투자주의환기종목(소속부없음)
미래에셋비전스팩11호,0099W0,KOSDAQ,SPAC(소속부없음)
뉴인텍,012340,KOSDAQ,투자주의환기종목(소속부없음)
인베니아,079950,KOSDAQ,관리종목(소속부없음)
비케이홀딩스,050090,KOSDAQ,투자주의환기종목(소속부없음)
셀레스트라,352770,KOSDAQ,관리종목(소속부없음)
광진실업,026910,KOSDAQ,관리종목(소속부없음)
삼보산업,009620,KOSDAQ,투자주의환기종목(소속부없음)
올리패스,244460,KOSDAQ,관리종목(소속부없음)
키움제11호스팩,489480,KOSDAQ,SPAC(소속부없음)
엔에이치스팩31호,481890,KOSDAQ,SPAC(소속부없음)
삼성스팩12호,0096B0,KOSDAQ,SPAC(소속부없음)
DB금융스팩12호,477760,KOSDAQ,SPAC(소속부없음)
미래에셋비전스팩10호,0097F0,KOSDAQ,SPAC(소속부없음)
디비금융제13호스팩,489730,KOSDAQ,SPAC(소속부없음)
KB제29호스팩,478390,KOSDAQ,SPAC(소속부없음)
미래에셋비전스팩8호,0093G0,KOSDAQ,SPAC(소속부없음)
KB제31호스팩,492220,KOSDAQ,SPAC(소속부없음)
대신밸런스제17호스팩,471050,KOSDAQ,SPAC(소속부없음)
KB제32호스팩,0037T0,KOSDAQ,SPAC(소속부없음)
IBKS제25호스팩,0099X0,KOSDAQ,SPAC(소속부없음)
메디콕스,054180,KOSDAQ,관리종목(소속부없음)
엔에이치스팩32호,0054V0,KOSDAQ,SPAC(소속부없음)
메리츠제1호스팩,0088D0,KOSDAQ,SPAC(소속부없음)
지엔코,065060,KOSDAQ,중견기업부
신영스팩11호,0091W0,KOSDAQ,SPAC(소속부없음)
키움히어로제2호스팩,0131D0,KOSDAQ,SPAC(소속부없음)
형지I&C,011080,KOSDAQ,중견기업부
교보16호스팩,482520,KOSDAQ,SPAC(소속부없음)
삼영이엔씨,065570,KOSDAQ,관리종목(소속부없음)
하나35호스팩,0041L0,KOSDAQ,SPAC(소속부없음)
대신밸런스제19호스팩,482690,KOSDAQ,SPAC(소속부없음)
교보20호스팩,0132G0,KOSDAQ,SPAC(소속부없음)
듀오백,073190,KOSDAQ,투자주의환기종목(소속부없음)
하나31호스팩,469900,KOSDAQ,SPAC(소속부없음)
삼성스팩11호,0071M0,KOSDAQ,SPAC(소속부없음)
스타코링크,060240,KOSDAQ,관리종목(소속부없음)
신한제14호스팩,487360,KOSDAQ,SPAC(소속부없음)
미래에셋비전스팩5호,477470,KOSDAQ,SPAC(소속부없음)
신한제12호스팩,474660,KOSDAQ,SPAC(소속부없음)
유진스팩12호,0105P0,KOSDAQ,SPAC(소속부없음)
유안타제16호스팩,474490,KOSDAQ,SPAC(소속부없음)
신한제16호스팩,496070,KOSDAQ,SPAC(소속부없음)
신한제18호스팩,0129K0,KOSDAQ,SPAC(소속부없음)
KB제30호스팩,486630,KOSDAQ,SPAC(소속부없음)
미래에셋비전스팩9호,0096D0,KOSDAQ,SPAC(소속부없음)
교보19호스팩,0098T0,KOSDAQ,SPAC(소속부없음)
교보17호스팩,489210,KOSDAQ,SPAC(소속부없음)
유안타제17호스팩,493790,KOSDAQ,SPAC(소속부없음)
디비금융제14호스팩,0004Y0,KOSDAQ,SPAC(소속부없음)
신한제17호스팩,0130D0,KOSDAQ,SPAC(소속부없음)
알파AI,043100,KOSDAQ,관리종목(소속부없음)
신영스팩10호,472220,KOSDAQ,SPAC(소속부없음)
이베스트스팩6호,478110,KOSDAQ,SPAC(소속부없음)
키움히어로제1호스팩,466690,KOSDAQ,SPAC(소속부없음)
한화플러스제5호스팩,498390,KOSDAQ,SPAC(소속부없음)
교보18호스팩,0041B0,KOSDAQ,SPAC(소속부없음)
IBKS제24호스팩,469480,KOSDAQ,SPAC(소속부없음)
유진스팩11호,488060,KOSDAQ,SPAC(소속부없음)
케이이엠텍,106080,KOSDAQ,관리종목(소속부없음)
하나34호스팩,484130,KOSDAQ,SPAC(소속부없음)
해성산업1우,03481K,KOSDAQ,중견기업부
한국제13호스팩,464440,KOSDAQ,관리종목(소속부없음)
에스케이증권제13호스팩,473950,KOSDAQ,SPAC(소속부없음)
교보15호스팩,465320,KOSDAQ,SPAC(소속부없음)
IBKS제23호스팩,467930,KOSDAQ,SPAC(소속부없음)
신한제15호스팩,487830,KOSDAQ,SPAC(소속부없음)
유진스팩10호,468760,KOSDAQ,SPAC(소속부없음)
비엔케이제3호스팩,0068Y0,KOSDAQ,SPAC(소속부없음)
에스케이증권제11호스팩,472230,KOSDAQ,SPAC(소속부없음)
키움제10호스팩,487720,KOSDAQ,SPAC(소속부없음)
엘에스스팩1호,0041J0,KOSDAQ,SPAC(소속부없음)
하나33호스팩,475250,KOSDAQ,SPAC(소속부없음)
투비소프트,079970,KOSDAQ,관리종목(소속부없음)
신한제13호스팩,474930,KOSDAQ,SPAC(소속부없음)
스코넥,276040,KOSDAQ,관리종목(소속부없음)
에스케이증권제12호스팩,473000,KOSDAQ,SPAC(소속부없음)
하나32호스팩,475240,KOSDAQ,SPAC(소속부없음)
아이엠,101390,KOSDAQ,관리종목(소속부없음)
KD,044180,KOSDAQ,관리종목(소속부없음)
캐리,313760,KOSDAQ,관리종목(소속부없음)
더테크놀로지,043090,KOSDAQ,투자주의환기종목(소속부없음)
아이톡시,052770,KOSDAQ,관리종목(소속부없음)
대호특수강우,021045,KOSDAQ,중견기업부
소프트센우,032685,KOSDAQ,중견기업부
